2015-12-07 18:49:14 -- (0, ['WOinc'], 'Ne')
2015-12-07 18:49:36 -- (21, ['Others'], 'Ne')
2015-12-07 18:49:36 -- (22, ['Trans'], 'Ne')
2015-12-07 18:49:37 -- (0, ['Ne'], 'Ne')
2015-12-07 18:49:37 -- (1, ['Srun'], 'Ne')
2015-12-07 18:49:37 -- (2, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:37 -- (3, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (4, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (5, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (6, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (7, ['Ne'], 'Ne')
2015-12-07 18:49:37 -- (8, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (9, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (10, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (11, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (12, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (13, ['Srun'], 'Ne')
2015-12-07 18:49:37 -- (14, ['Um'], 'Ne')
2015-12-07 18:49:37 -- (15, ['WOinc'], 'Ne')
2015-12-07 18:49:37 -- (16, ['Um'], 'Ne')
2015-12-07 18:49:37 -- (17, ['WOinc'], 'Ne')
2015-12-07 18:49:37 -- (18, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (19, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (20, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (21, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (22, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (23, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (24, ['WOinc'], 'Ne')
2015-12-07 18:49:37 -- (25, ['Um'], 'Ne')
2015-12-07 18:49:37 -- (26, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:37 -- (27, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:37 -- (28, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (29, ['WOadv'], 'Ne')
2015-12-07 18:49:37 -- (30, ['Cit'], 'Ne')
2015-12-07 18:49:37 -- (31, ['WOinc'], 'Ne')
2015-12-07 18:49:37 -- (32, ['Nn'], 'Ne')
2015-12-07 18:49:37 -- (33, ['Um'], 'Ne')
2015-12-07 18:49:38 -- (0, ['Ne'], 'Ne')
2015-12-07 18:49:38 -- (1, ['Cit'], 'Ne')
2015-12-07 18:49:38 -- (2, ['Cit'], 'Ne')
2015-12-07 18:49:38 -- (3, ['Vform'], 'Ne')
2015-12-07 18:49:38 -- (4, ['Um'], 'Ne')
2015-12-07 18:49:38 -- (5, ['Mec'], 'Ne')
2015-12-07 18:49:38 -- (6, ['Srun'], 'Ne')
2015-12-07 18:49:38 -- (7, ['Cit'], 'Ne')
2015-12-07 18:49:38 -- (8, ['Srun'], 'Ne')
2015-12-07 18:49:38 -- (9, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:38 -- (10, ['Srun'], 'Ne')
2015-12-07 18:49:38 -- (11, ['Um'], 'Ne')
2015-12-07 18:49:38 -- (12, ['Mec'], 'Ne')
2015-12-07 18:49:38 -- (13, ['Cit'], 'Ne')
2015-12-07 18:49:38 -- (14, ['Cit'], 'Ne')
2015-12-07 18:49:38 -- (15, ['Um'], 'Ne')
2015-12-07 18:49:39 -- (0, ['Vform'], 'Ne')
2015-12-07 18:49:39 -- (1, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (2, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (3, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (4, ['Ne'], 'Ne')
2015-12-07 18:49:39 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:39 -- (6, ['Vform'], 'Ne')
2015-12-07 18:49:39 -- (7, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:39 -- (8, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (9, ['Ne'], 'Ne')
2015-12-07 18:49:39 -- (10, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (11, ['Srun'], 'Ne')
2015-12-07 18:49:39 -- (12, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (13, ['Vform'], 'Ne')
2015-12-07 18:49:39 -- (14, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:39 -- (15, ['Vform'], 'Ne')
2015-12-07 18:49:39 -- (16, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:39 -- (17, ['Others'], 'Ne')
2015-12-07 18:49:39 -- (18, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (19, ['Spar'], 'Ne')
2015-12-07 18:49:39 -- (20, ['WOadv'], 'Ne')
2015-12-07 18:49:39 -- (21, ['Spar'], 'Ne')
2015-12-07 18:49:39 -- (22, ['WOadv'], 'Ne')
2015-12-07 18:49:40 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (1, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (2, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (3, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (4, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (5, ['Vform'], 'Ne')
2015-12-07 18:49:40 -- (6, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (7, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (8, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (9, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (10, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (11, ['Others'], 'Ne')
2015-12-07 18:49:40 -- (12, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (13, ['Spar'], 'Ne')
2015-12-07 18:49:40 -- (14, ['Ne'], 'Ne')
2015-12-07 18:49:40 -- (15, ['Trans'], 'Ne')
2015-12-07 18:49:40 -- (16, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (1, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (2, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (3, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (4, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (5, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (6, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (7, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (8, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (9, ['Um'], 'Ne')
2015-12-07 18:49:42 -- (10, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (11, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (12, ['WOadv'], 'Ne')
2015-12-07 18:49:42 -- (13, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (14, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (15, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:42 -- (16, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (17, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (18, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (19, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (20, ['Ne'], 'Ne')
2015-12-07 18:49:42 -- (21, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (22, ['Um'], 'Ne')
2015-12-07 18:49:42 -- (23, ['Others'], 'Ne')
2015-12-07 18:49:42 -- (24, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:42 -- (25, ['Pref'], 'Ne')
2015-12-07 18:49:42 -- (26, ['Trans'], 'Ne')
2015-12-07 18:49:42 -- (27, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (1, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (2, ['Um'], 'Ne')
2015-12-07 18:49:44 -- (3, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (4, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (5, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (6, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (7, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (8, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (9, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (10, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (11, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (12, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (13, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (14, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (15, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (16, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (17, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (18, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:44 -- (19, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (20, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (21, ['Um'], 'Ne')
2015-12-07 18:49:44 -- (22, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (23, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (24, ['Um'], 'Ne')
2015-12-07 18:49:44 -- (25, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (26, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (27, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (28, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (29, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (30, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (31, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (32, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (33, ['WOinc'], 'Ne')
2015-12-07 18:49:44 -- (34, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (35, ['Nn'], 'Ne')
2015-12-07 18:49:44 -- (36, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (37, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (38, ['Spar'], 'Ne')
2015-12-07 18:49:44 -- (39, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (40, ['Others'], 'Ne')
2015-12-07 18:49:44 -- (41, ['Ne'], 'Ne')
2015-12-07 18:49:44 -- (42, ['Trans'], 'Ne')
2015-12-07 18:49:44 -- (43, ['Trans'], 'Ne')
2015-12-07 18:49:45 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:45 -- (1, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (2, ['Trans'], 'Ne')
2015-12-07 18:49:45 -- (3, ['Ne'], 'Ne')
2015-12-07 18:49:45 -- (4, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (5, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (6, ['Trans'], 'Ne')
2015-12-07 18:49:45 -- (7, ['Ne'], 'Ne')
2015-12-07 18:49:45 -- (8, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:45 -- (9, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (10, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (11, ['Ne'], 'Ne')
2015-12-07 18:49:45 -- (12, ['Trans'], 'Ne')
2015-12-07 18:49:45 -- (13, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (14, ['Ne'], 'Ne')
2015-12-07 18:49:45 -- (15, ['Vform'], 'Ne')
2015-12-07 18:49:45 -- (16, ['WOinc'], 'Ne')
2015-12-07 18:49:45 -- (17, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (18, ['Um'], 'Ne')
2015-12-07 18:49:45 -- (19, ['Others'], 'Ne')
2015-12-07 18:49:45 -- (20, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (1, ['Others'], 'Ne')
2015-12-07 18:49:46 -- (2, ['Um'], 'Ne')
2015-12-07 18:49:46 -- (3, ['WOinc'], 'Ne')
2015-12-07 18:49:46 -- (4, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (5, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (6, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (7, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (8, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (9, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (10, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (11, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (12, ['Others'], 'Ne')
2015-12-07 18:49:46 -- (13, ['Ne'], 'Ne')
2015-12-07 18:49:46 -- (14, ['Others'], 'Ne')
2015-12-07 18:49:46 -- (15, ['Others'], 'Ne')
2015-12-07 18:49:46 -- (16, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (17, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- (18, ['Trans'], 'Ne')
2015-12-07 18:49:46 -- ('SSE random weights, only Ne-tags', 527.0)
2015-12-07 18:49:47 -- (0, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (1, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (2, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (3, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (4, ['Spar'], 'Ne')
2015-12-07 18:49:47 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:47 -- (6, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (7, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:47 -- (8, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (9, ['Wcip'], 'Ne')
2015-12-07 18:49:47 -- (10, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (11, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (12, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (13, ['Srun'], 'Ne')
2015-12-07 18:49:47 -- (14, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (15, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (16, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (17, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (18, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (19, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (20, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (21, ['Wtone'], 'ArtOrDet')
2015-12-07 18:49:47 -- (22, ['WOinc'], 'Ne')
2015-12-07 18:49:47 -- (23, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (24, ['Wtone'], 'Ne')
2015-12-07 18:49:47 -- (25, ['Ne'], 'Ne')
2015-12-07 18:49:47 -- (26, ['Nn'], 'Ne')
2015-12-07 18:49:47 -- (27, ['WOinc'], 'Ne')
2015-12-07 18:49:48 -- (0, ['Ne'], 'Ne')
2015-12-07 18:49:48 -- (1, ['Um'], 'Ne')
2015-12-07 18:49:48 -- (2, ['Mec'], 'Ne')
2015-12-07 18:49:48 -- (3, ['WOinc'], 'Spar')
2015-12-07 18:49:48 -- (4, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:48 -- (5, ['Cit'], 'Ne')
2015-12-07 18:49:48 -- (6, ['Um'], 'Ne')
2015-12-07 18:49:48 -- (7, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:48 -- (8, ['WOinc'], 'Ne')
2015-12-07 18:49:48 -- (9, ['Ne'], 'Ne')
2015-12-07 18:49:48 -- (10, ['Cit'], 'Ne')
2015-12-07 18:49:48 -- (11, ['Um'], 'Ne')
2015-12-07 18:49:48 -- (12, ['Trans'], 'Ne')
2015-12-07 18:49:48 -- (13, ['Srun'], 'Ne')
2015-12-07 18:49:48 -- (14, ['Srun'], 'Ne')
2015-12-07 18:49:48 -- (15, ['Mec'], 'Ne')
2015-12-07 18:49:48 -- (16, ['Nn'], 'Ne')
2015-12-07 18:49:48 -- (17, ['Cit'], 'Ne')
2015-12-07 18:49:48 -- (18, ['Cit'], 'Ne')
2015-12-07 18:49:48 -- (19, ['Cit'], 'Ne')
2015-12-07 18:49:48 -- (20, ['Mec'], 'Ne')
2015-12-07 18:49:50 -- (0, ['Ssub'], 'Ne')
2015-12-07 18:49:50 -- (1, ['Spar'], 'Ne')
2015-12-07 18:49:50 -- (2, ['Ne'], 'Ne')
2015-12-07 18:49:50 -- (3, ['Wtone'], 'Ne')
2015-12-07 18:49:50 -- (4, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (5, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:50 -- (6, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (7, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (8, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (9, ['Ne'], 'Ne')
2015-12-07 18:49:50 -- (10, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (11, ['Nn'], 'Ne')
2015-12-07 18:49:50 -- (12, ['Ne'], 'Ne')
2015-12-07 18:49:50 -- (13, ['Others'], 'Ne')
2015-12-07 18:49:50 -- (14, ['Wtone'], 'Ne')
2015-12-07 18:49:50 -- (15, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (16, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (17, ['Npos'], 'Ne')
2015-12-07 18:49:50 -- (18, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (19, ['Srun'], 'Ne')
2015-12-07 18:49:50 -- (20, ['V0'], 'Ne')
2015-12-07 18:49:50 -- (21, ['Nn'], 'Ne')
2015-12-07 18:49:50 -- (22, ['WOinc'], 'Ne')
2015-12-07 18:49:50 -- (23, ['Mec'], 'ArtOrDet')
2015-12-07 18:49:50 -- (24, ['Wtone'], 'Ne')
2015-12-07 18:49:50 -- (25, ['Ne'], 'Ne')
2015-12-07 18:49:50 -- (26, ['Spar'], 'Ne')
2015-12-07 18:49:50 -- (27, ['WOinc'], 'Ne')
2015-12-07 18:49:51 -- (0, ['Ne'], 'Ne')
2015-12-07 18:49:51 -- (1, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (2, ['Nn'], 'Ne')
2015-12-07 18:49:51 -- (3, ['Wform'], 'Ne')
2015-12-07 18:49:51 -- (4, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (5, ['WOinc'], 'Ne')
2015-12-07 18:49:51 -- (6, ['Um'], 'Ne')
2015-12-07 18:49:51 -- (7, ['WOinc'], 'Wci')
2015-12-07 18:49:51 -- (8, ['Spar'], 'Ne')
2015-12-07 18:49:51 -- (9, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (10, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (11, ['Srun'], 'Ne')
2015-12-07 18:49:51 -- (12, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:51 -- (13, ['Um'], 'Ne')
2015-12-07 18:49:51 -- (14, ['WOinc'], 'Wci')
2015-12-07 18:49:51 -- (15, ['WOinc'], 'Ne')
2015-12-07 18:49:51 -- (16, ['Um'], 'Ne')
2015-12-07 18:49:51 -- (17, ['Um'], 'Ne')
2015-12-07 18:49:51 -- (18, ['Ne'], 'Ne')
2015-12-07 18:49:51 -- (19, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (20, ['Um'], 'Ne')
2015-12-07 18:49:51 -- (21, ['WOadv'], 'Ne')
2015-12-07 18:49:51 -- (22, ['Cit'], 'Ne')
2015-12-07 18:49:51 -- (23, ['Nn'], 'Ne')
2015-12-07 18:49:51 -- (24, ['WOinc'], 'Ne')
2015-12-07 18:49:51 -- (25, ['Nn'], 'Ne')
2015-12-07 18:49:51 -- (26, ['Um'], 'Ne')
2015-12-07 18:49:53 -- (0, ['Ssub'], 'Ne')
2015-12-07 18:49:53 -- (1, ['WOinc'], 'Ne')
2015-12-07 18:49:53 -- (2, ['Wtone'], 'Ne')
2015-12-07 18:49:53 -- (3, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:53 -- (4, ['Wform'], 'Ne')
2015-12-07 18:49:53 -- (5, ['Ne'], 'Ne')
2015-12-07 18:49:53 -- (6, ['WOinc'], 'Ne')
2015-12-07 18:49:53 -- (7, ['Wtone'], 'Ne')
2015-12-07 18:49:53 -- (8, ['WOinc'], 'Rloc-')
2015-12-07 18:49:53 -- (9, ['V0'], 'Ne')
2015-12-07 18:49:53 -- (10, ['Others'], 'Ne')
2015-12-07 18:49:53 -- (11, ['Npos'], 'Ne')
2015-12-07 18:49:53 -- (12, ['Trans'], 'Ne')
2015-12-07 18:49:53 -- (13, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:53 -- (14, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:53 -- (15, ['Ne'], 'Rloc-')
2015-12-07 18:49:53 -- (16, ['Others'], 'Rloc-')
2015-12-07 18:49:53 -- (17, ['WOinc'], 'Ne')
2015-12-07 18:49:53 -- (18, ['Ne'], 'Ne')
2015-12-07 18:49:53 -- (19, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:53 -- (20, ['Ne'], 'Ne')
2015-12-07 18:49:53 -- (21, ['Spar'], 'Ne')
2015-12-07 18:49:53 -- (22, ['Spar'], 'Ne')
2015-12-07 18:49:53 -- (23, ['Spar'], 'Ne')
2015-12-07 18:49:53 -- (24, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (1, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (2, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (3, ['Nn'], 'Ne')
2015-12-07 18:49:54 -- (4, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (5, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (6, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (7, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (8, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (9, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (10, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (11, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (12, ['Um'], 'Ne')
2015-12-07 18:49:54 -- (13, ['WOinc'], 'Ne')
2015-12-07 18:49:54 -- (14, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (15, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (16, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (17, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (18, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (19, ['Trans'], 'ArtOrDet')
2015-12-07 18:49:54 -- (20, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (21, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (22, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (23, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (24, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (25, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (26, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (27, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (28, ['Ne'], 'Ne')
2015-12-07 18:49:54 -- (29, ['Others'], 'Ne')
2015-12-07 18:49:54 -- (30, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (31, ['Trans'], 'Ne')
2015-12-07 18:49:54 -- (32, ['Ne'], 'Ne')
2015-12-07 18:49:56 -- (0, ['Ne'], 'Ne')
2015-12-07 18:49:56 -- (1, ['Um'], 'Ne')
2015-12-07 18:49:56 -- (2, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (3, ['WOinc'], 'Ne')
2015-12-07 18:49:56 -- (4, ['WOinc'], 'Ne')
2015-12-07 18:49:56 -- (5, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (6, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (7, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:56 -- (8, ['WOinc'], 'Ne')
2015-12-07 18:49:56 -- (9, ['Cit'], 'Prep')
2015-12-07 18:49:56 -- (10, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (11, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (12, ['Um'], 'Ne')
2015-12-07 18:49:56 -- (13, ['Um'], 'Ne')
2015-12-07 18:49:56 -- (14, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:56 -- (15, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (16, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (17, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (18, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (19, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (20, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (21, ['Cit'], 'Pref')
2015-12-07 18:49:56 -- (22, ['WOinc'], 'Ne')
2015-12-07 18:49:56 -- (23, ['Um'], 'Ne')
2015-12-07 18:49:56 -- (24, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (25, ['Mec'], 'Rloc-')
2015-12-07 18:49:56 -- (26, ['Nn'], 'Wci')
2015-12-07 18:49:56 -- (27, ['WOadv'], 'Rloc-')
2015-12-07 18:49:56 -- (28, ['Cit'], 'Ne')
2015-12-07 18:49:56 -- (29, ['WOinc'], 'Wci')
2015-12-07 18:49:56 -- (30, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (31, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (32, ['Cit'], 'Rloc-')
2015-12-07 18:49:56 -- (33, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (34, ['Nn'], 'Ne')
2015-12-07 18:49:56 -- (35, ['Um'], 'Ne')
2015-12-07 18:49:57 -- (0, ['Trans'], 'Ne')
2015-12-07 18:49:57 -- (1, ['Trans'], 'Ne')
2015-12-07 18:49:57 -- (2, ['Ne'], 'Ne')
2015-12-07 18:49:57 -- (3, ['Trans'], 'Ne')
2015-12-07 18:49:57 -- (4, ['Um'], 'Ne')
2015-12-07 18:49:57 -- (5, ['Others'], 'Ne')
2015-12-07 18:49:57 -- (6, ['Others'], 'Ne')
2015-12-07 18:49:57 -- (7, ['Others'], 'Ne')
2015-12-07 18:49:57 -- (8, ['Others'], 'Ne')
2015-12-07 18:49:57 -- (9, ['Ne'], 'Ne')
2015-12-07 18:49:57 -- (10, ['Others'], 'Ne')
2015-12-07 18:49:57 -- (11, ['Trans'], 'Ne')
2015-12-07 18:49:57 -- (12, ['ArtOrDet'], 'ArtOrDet')
2015-12-07 18:49:57 -- (13, ['Pref'], 'Ne')
2015-12-07 18:49:57 -- (14, ['Trans'], 'Ne')
2015-12-07 18:49:57 -- (15, ['Trans'], 'Ne')
2015-12-07 18:49:59 -- (0, ['Trans'], 'Rloc-')
2015-12-07 18:49:59 -- (1, ['Trans'], 'Ne')
2015-12-07 18:49:59 -- (2, ['Ne'], 'Ne')
2015-12-07 18:49:59 -- (3, ['ArtOrDet'], 'Ne')
2015-12-07 18:49:59 -- (4, ['V0'], 'Ne')
2015-12-07 18:49:59 -- (5, ['Others'], 'Ne')
2015-12-07 18:49:59 -- (6, ['Trans'], 'Ne')
2015-12-07 18:49:59 -- (7, ['Wform'], 'Ne')
2015-12-07 18:49:59 -- (8, ['Ne'], 'Ne')
2015-12-07 18:49:59 -- (9, ['Trans'], 'Rloc-')
2015-12-07 18:49:59 -- (10, ['Ne'], 'Ne')
2015-12-07 18:49:59 -- (11, ['Trans'], 'Ne')
2015-12-07 18:49:59 -- (12, ['Ne'], 'Ne')
