2015-12-30 17:03:34 -- (0, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (10, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (11, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (12, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (13, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (14, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (15, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (16, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (17, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (18, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (0, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (1, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (2, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (3, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (4, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (5, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (6, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (7, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (8, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (9, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (10, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (11, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (12, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (13, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (14, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (15, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (16, ['Ne'], 'Ne')
2015-12-30 18:33:22 -- (17, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (0, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (1, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (2, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (3, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (4, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (5, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (6, ['Ne'], 'Ne')
2015-12-30 18:33:45 -- (7, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (0, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (1, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (2, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (3, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (4, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (5, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (6, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (7, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (8, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (9, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (10, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (11, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (12, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (13, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (14, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (15, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (16, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (17, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (18, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (19, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (20, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (21, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (22, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (23, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (24, ['Ne'], 'Ne')
2015-12-30 18:35:06 -- (25, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (0, ['Ne'], 'Wform')
2015-12-30 18:36:34 -- (1, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (2, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (3, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (4, ['Ne'], 'Wtone')
2015-12-30 18:36:34 -- (5, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (6, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (7, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (8, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (9, ['Ne'], 'Wtone')
2015-12-30 18:36:34 -- (10, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (11, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (12, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (13, ['Ne'], 'Wtone')
2015-12-30 18:36:34 -- (14, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (15, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (16, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (17, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (18, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (19, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (20, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (21, ['Ne'], 'ArtOrDet')
2015-12-30 18:36:34 -- (22, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (23, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (24, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (25, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (26, ['Ne'], 'Ne')
2015-12-30 18:36:34 -- (27, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (0, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (1, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (2, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (3, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (4, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (5, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (6, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (7, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (8, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (9, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (10, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (11, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (12, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (13, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (14, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (15, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (16, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (17, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (18, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (19, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (20, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (21, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (22, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (23, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (24, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (25, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (26, ['Ne'], 'ArtOrDet')
2015-12-30 18:38:19 -- (27, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (28, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (29, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (30, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (31, ['Ne'], 'Ne')
2015-12-30 18:38:19 -- (32, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (0, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (1, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (2, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (3, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (4, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (5, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (6, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (7, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (8, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (9, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (10, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (11, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (12, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (13, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (14, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (15, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (16, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (17, ['Ne'], 'Ne')
2015-12-30 18:39:17 -- (18, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (0, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (1, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (2, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (3, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (4, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (5, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (6, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (7, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (8, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (9, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (10, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (11, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (12, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (13, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (14, ['Ne'], 'Rloc-')
2015-12-30 18:40:36 -- (15, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (16, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (17, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (18, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (19, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (20, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (21, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (22, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (23, ['Ne'], 'Ne')
2015-12-30 18:40:36 -- (24, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (0, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (1, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (2, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (3, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (4, ['Ne'], 'Ne')
2015-12-30 18:40:52 -- (5, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (0, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (1, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (2, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (3, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (4, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (5, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (6, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (7, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (8, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (9, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (10, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (11, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (12, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (13, ['Ne'], 'SVA')
2015-12-30 18:43:35 -- (14, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (15, ['Ne'], 'Prep')
2015-12-30 18:43:35 -- (16, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (17, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (18, ['Ne'], 'Srun')
2015-12-30 18:43:35 -- (19, ['Ne'], 'Srun')
2015-12-30 18:43:35 -- (20, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (21, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (22, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (23, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (24, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (25, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (26, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (27, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (28, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (29, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (30, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (31, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (32, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (33, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (34, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (35, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (36, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (37, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (38, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (39, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (40, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (41, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (42, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (43, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (44, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (45, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (46, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (47, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (48, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (49, ['Ne'], 'Ne')
2015-12-30 18:43:35 -- (50, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (0, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (1, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (2, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (3, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (4, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (5, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (6, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- (7, ['Ne'], 'Ne')
2015-12-30 18:43:58 -- ('SSE random weights', 33.0)
